Nombre,Energia,Proteina,Carbohidratos,Azucares,Lipidos,Sodio,Unidad,Grupo,Peso Neto,,
Corazón de cordero cocido,55,7.4,0.6,0,2.4,18.7,1,2,30,,
Corazón de pavo,58,7.3,0.3,0,2.8,35.1,1,2,40,,
Corazón de pollo cocido,53,7.9,0,0,2.6,17.5,1,2,25,,
Cuete de ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Falda de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Filete de carpa,51,7.2,0,0,2.3,19.8,1,2,40,,
Filete de cerdo,49,6.9,0,0,2.2,28.7,1,2,35,,
Filete de puerco,49,6.9,0,0,2.2,28.7,1,2,35,,
Filete de salmón,55,6,0,0,3.2,17.6,1,2,30,,
Gallina,59,7.6,0,0,3,17.4,1,2,27,,
Gallina joven cocida,59,7.6,0,0,3,17.4,1,2,27,,
Ganso de crianza,52,7.4,0,0,2.3,28.2,1,2,32,,
Guajolote,57,7.3,0,0,2.8,23.1,1,2,36,,
Hígado de borrego cocido,55,7.6,0.6,0,2.2,14,1,2,25,,
Hígado de cerdo cocido,50,7.8,1.1,0,1.3,14.7,1,2,30,,
Hígado de ganso,63,7.7,3,0,2,65.8,1,2,47,,
Hígado de ganso crudo,53,6.5,2.5,0,1.7,56,1,2,40,,
Hígado de pato crudo,54,7.5,1.4,0,1.8,56,1,2,40,,
Hígado de pavo,59,8.4,1.2,0,2.1,22.4,1,2,35,,
Hígado de pollo cocido,50,7.3,0.3,0,2,22.8,1,2,30,,
Hígado de pollo crudo,48,7.2,1.4,0,1.6,31.6,1,2,40,,
Hígado de res cocido,48,7.3,1.3,0,1.3,19.8,1,2,25,,
Hígado de res cocido,48,7.3,1,0,1.5,21,1,2,30,,
Hígado de res frito,54,6.7,2,0,2,26.5,1,2,25,,
Hueva de pescado cocida,51,7.2,0.5,0,2.1,29.3,1,2,25,,
Huevo de tortuga,51,5.6,0.4,0,2.8,0,1,2,45,,
Huevo deshidratado,56,6.9,2.7,0,1.6,100,1,2,13,,
Huevo en polvo,56,6.9,2.7,0,1.6,100,1,2,13,,
Jamón bajo en grasa,56,8.1,0.5,0,2.1,600,1,2,42,,
Jamón de pavo,54,8,0.1,0,2.1,418.5,1,2,42,,
Jamón de pierna,56,8.1,0.5,0,2.1,600,1,2,42,,
Lomo de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Lomo de cerdo en trozos,56,7.9,0,0,2.5,32.8,1,2,40,,
Machacado de res,50,6.7,0,0,1.3,283.8,1,2,15,,
Maciza de carnero,54,7.6,0,0,2.4,30,1,2,40,,
Maciza de res,50,6.7,0,0,1.3,283.8,1,2,15,,
Maciza de res en trozo,49,7.3,0,0,2.2,22.1,1,2,35,,
Maciza de ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Milanesa de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Milanesa de ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Molida de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Molida de res,54,6.2,0,0,3,19.5,1,2,30,,
Molida de sirloin,51,7.6,0,0,2,16.5,1,2,25,,
Molida especial,54,6.2,0,0,3,19.5,1,2,30,,
Molida regular de res,54,6.2,0,0,3,19.5,1,2,30,,
Ostión cocido,57,6.6,3.5,0,1.6,74.1,1,2,35,,
Ostión crudo,61,7.1,3.7,0,1.7,79.4,1,2,75,,
Ostión cultivado,75,6.6,6.9,0,2,225,1,2,126,,
Ostión cultivado cocido,70,6.1,6.4,0,1.9,143.5,1,2,88,,
Ostión en jugo,57,6.6,3.5,0,1.6,74.1,1,2,70,,
Ostión enlatado,69,7.1,3.9,0,2.5,111.8,1,2,100,,
Pámpano,55,6.2,0,0,3.1,15.3,1,2,33,,
Pámpano cocido,53,5.9,0,0,3,19.1,1,2,25,,
Pámpano fileteado,60,6.7,0,0,3.3,16.5,1,2,35,,
Pancita de puerco,55,5.8,0,0,3.4,18.2,1,2,35,,
Pasta de anchoas,56,5.6,1.2,0,3.2,0,1,2,28,,
Pasta de camarón,54,6.2,0.5,0,2.8,0,1,2,30,,
Pasta de langosta,52,6,0.4,0,2.8,0,1,2,28,,
Pastrami de pavo,59,7.7,0.7,0,2.6,439.2,1,2,42,,
Pato de crianza,51,7.1,0,0,2.3,28.9,1,2,39,,
Pavo,57,7.3,0,0,2.8,23.1,1,2,36,,
Pavo entero,57,7.3,0,0,2.8,23.1,1,2,36,,
Pechuga de pollo con piel,55,6,0,0,3.3,19.3,1,2,30,,
Pescado blanco,52,7.4,0,0,2.3,19.7,1,2,39,,
Pescado blanco cocido,52,7.3,0,0,2.3,19.4,1,2,30,,
Pescado blanco fileteado,47,6.7,0,0,2.1,17.9,1,2,35,,
Pescuezo de pollo sin piel,58,6.6,0,0,3.3,30.4,1,2,38,,
Pescuezo de res,50,6.7,0,0,2.4,25.4,1,2,33,,
Pierna de carnero,54,7.6,0,0,2.4,30,1,2,40,,
Pierna de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Pierna de cordero,49,7.2,0,0,2,17.3,1,2,26,,
Pierna de pollo con piel cocida,58,6.3,0,0,3.4,19.2,1,2,26,,
Pierna de pollo sin piel,45,7.5,0,0,1.4,32.3,1,2,38,,
Pierna de pollo sin piel cocida,47,6.7,0,0,2.1,0,1,2,26,,
Pierna de puerco,56,7.9,0,0,2.5,32.8,1,2,40,,
Pierna y muslo de pollo sin piel,41,6.8,0,0,1.3,29,1,2,34,,
Pulpa de cerdo,56,7.9,0,0,2.5,32.8,1,2,40,,
Pulpa de ternera,59,7.5,0,0,3,34.2,1,2,38,,
Queso cheddar bajo en grasa,53,7.4,0.5,0,2.1,186.4,1,2,30,,
Queso cottage cremoso,56,6.8,1.5,0,2.5,217.9,1,2,54,,
Queso fresco,58,6.1,2,0,2.8,0,1,2,40,,
Queso fresco de cabra,52,7.1,2.6,0,1.5,0,1,2,30,,
Queso fresco de vaca,58,6.1,2,0,2.8,0,1,2,40,,
Queso panela,58,6.1,2,0,2.8,0,1,2,40,,
Retazo de carnero,56,7.1,0,0,2.8,37.5,1,2,50,,
Rib eye sin grasa,56,7,0,0,2.9,17.3,1,2,25,,
Salmón,55,6,0,0,3.2,17.6,1,2,30,,
Salmón cocido,55,6,0,0,3.2,17.6,1,2,30,,
Salmón fresco,55,6,0,0,3.2,17.6,1,2,30,,
Short loin,54,7.2,0,0,2.6,17,1,2,25,,
Sierra ahumada,51,7.3,0,0,2.2,12.7,1,2,30,,
Sirloin,51,7.6,0,0,2,16.5,1,2,25,,
Sustituto de huevo en polvo,56,6.9,2.7,0,1.6,100,1,2,13,,
Sustituto de huevo líquido,51,7.1,0.4,0,2,106,1,2,60,,
T-bone sin grasa,49,6.4,0,0,2.4,17,1,2,24,,
Ternera,55,6.9,0,0,2.8,31.5,1,2,35,,
Ternera en canal,59,7.5,0,0,3,34.2,1,2,38,,
Trucha,54,5.9,0,0,3.2,22.5,1,2,32,,
Trucha ahumada,51,7.3,0,0,2.2,12.7,1,2,30,,
Trucha cocida,51,7.3,0,0,2.2,12.7,1,2,30,,
Trucha fileteada,59,6.4,0,0,3.5,24.5,1,2,35,,
Arenque marinado,73,8.3,0,0,4.2,41.4,1,2,46,,
Bistec de bola,71,7.2,0,0,4.5,12.5,1,2,25,,
Bola de res,71,7.2,0,0,4.5,12.5,1,2,25,,
Boquerones (fritos),70,7.7,0.1,0,4.1,0,1,2,40,,
Carne de suadero,76,7.8,0,0,4.8,20.3,1,2,29,,
Carne deshebrada,75,7.4,0,0,4.8,14.7,1,2,30,,
Carne molida extra magra cocida,75,7.4,0,0,4.8,14.7,1,2,30,,
Carne molida extra magra salteada,77,7.5,0,0,4.9,21,1,2,30,,
Caviar,67,6.6,1.1,0,4.8,399.8,1,2,27,,
Caviar negro,67,6.6,1.1,0,4.8,399.8,1,2,27,,
Caviar rojo,67,6.6,1.1,0,4.8,399.8,1,2,27,,
Chicharrón,72,6.9,0,0,4.7,0,1,2,12,,
Chicharrón de cerdo,72,6.9,0,0,4.7,0,1,2,12,,
Chicharrón de puerco,72,6.9,0,0,4.7,0,1,2,12,,
Costillar de cerdo,69,6.5,0,0,4.6,13.7,1,2,33,,
Costillitas de cerdo,69,6.5,0,0,4.6,13.7,1,2,33,,
Empuje cocido,75,7.4,0,0,4.8,14.7,1,2,30,,
Empuje de res cocido,75,7.4,0,0,4.8,14.7,1,2,30,,
Gusanos de maguey,70,5.8,0,0,4.8,0,1,2,35,,
Huevo enriquecido con DHA-Omega 3 y Vitamina E,70,6,0.7,0,4.5,70,1,2,55,,
Huevo agra,70,6,0.7,0,4.5,70,1,2,55,,
Huevo batido o revuelto cocido,69,4.6,0.9,0,5,115.1,1,2,41,,
Huevo blanco cocido,68,5.5,0.5,0,4.7,54.6,1,2,44,,
Huevo cocido,68,5.5,0.5,0,4.7,54.6,1,2,44,,
Huevo de codorniz fresco,78,6.5,0.2,0,5.5,70,1,2,50,,
Huevo de pavo,59,4.8,0.4,0,4.1,52.5,1,2,35,,
Huevo entero cocido,68,5.5,0.5,0,4.7,54.6,1,2,44,,
Huevo entero fresco,63,5.5,0.3,0,4.4,61.6,1,2,44,,
Huevo fresco,63,5.5,0.3,0,4.4,61.6,1,2,44,,
Huevo pochado,71,6.3,0.4,0,5,147,1,2,50,,
Huevo rojo cocido,68,5.5,0.5,0,4.7,54.6,1,2,44,,
Longaniza de primera,78,7.3,0,0,5.2,0,1,2,44,,
Macarela cocida,76,6.9,0,0,5.2,24.1,1,2,29,,
Macarela fresca,76,6.9,0,0,5.1,33.5,1,2,37,,
Muslo de pollo con piel cocido con hueso,76,7.7,0,0,4.9,23.4,1,2,33,,
Muslo de pollo con piel crudo con hueso,72,5.9,0,0,5.2,25.8,1,2,34,,
Orejas de cerdo,66,6.3,0.2,0,4.3,54,1,2,28,,
Pata de cerdo cocida,71,5.9,0,0,5.1,285.6,1,2,51,,
Pata de cerdo cocidas,71,5.9,0,0,5.1,285.6,1,2,51,,
Patas de cerdo en escabeche,71,5.9,0,0,5.1,285.6,1,2,51,,
Patitas de cerdo encurtidas sin hueso,71,5.9,0,0,5.1,285.6,1,2,51,,
Pecho de res,76,6.4,0,0,5.4,25.9,1,2,37,,
Pierna y muslo de pollo con piel,74,7.2,0,0,4.8,31.3,1,2,40,,
Pieza de pollo,68,5.6,0,0,4.9,24.5,1,2,32,,
Pieza de pollo con piel,68,5.6,0,0,4.9,24.5,1,2,32,,
Pollo crudo,76,6.5,0,0,5.3,24.6,1,2,35,,
Pollo crudo en piezas,73,7.1,0,0,4.7,30.8,1,2,39,,
Queso holandés,75,6.7,1.6,0,5.2,0,1,2,20,,
Queso mozzarella semidescremado,76,7.3,0.8,0,4.8,185.7,1,2,30,,
Queso parmesano,75,6.7,0.9,0,5,267.6,1,2,18,,
Queso parmesano duro,78,7.2,0.6,0,5.2,328.4,1,2,20,,
Queso parmesano en trozo,78,7.2,0.6,0,5.2,320.4,1,2,20,,
Queso parmesano rallado,75,6.7,0.9,0,5,267.6,1,2,18,,
Queso ricotta semidescremado,76,6.3,2.8,0,4.3,68.8,1,2,55,,
Salami de pavo,72,8.1,0.7,0,3.9,421.7,1,2,42,,
Salchicha de pavo,86,10.5,0.7,0,4.6,293.3,1,2,44,,
Salmón en aceite,71,7.6,0,0,4.9,165.6,1,2,35,,
Sardinas en aceite,75,8.9,0,0,4.1,181.8,1,2,36,,
Sardinas en tomate,71,7.9,0.3,0,4,157.3,1,2,38,,
Sesos de cerdo cocidos,69,6.1,0,0,4.8,45.5,1,2,50,,
Sesos de cordero cocidos,73,6.3,0,0,5.1,67,1,2,50,,
Sesos de ternera cocidos,68,5.7,0,0,4.8,78,1,2,50,,
Sierra,78,7.3,0,0,5.2,0,1,2,38,,
Sierra fileteada,73,6.8,0,0,4.9,0,1,2,35,,
Sierra picada,73,6.8,0,0,4.9,0,1,2,35,,
Suadero crudo,76,7.8,0,0,4.8,20.3,1,2,29,,
Alón de pollo con piel cocido,88,8.7,0,0,6.4,25.6,1,2,38,,
Alón de pollo con piel crudo,85,7.1,0,0,6.1,28.1,1,2,38,,
Añejo tipo cotija,70,6.8,0.3,0,8,0,1,2,24,,
Carne de cerdo,105,6.8,0,0,8.5,22.4,1,2,40,,
Carne de res semigrasosa,98,7,0,0,7.5,22.4,1,2,38,,
Carne molida popular de res,97,5.2,0,0,8.3,19.4,1,2,33,,
Carne molida regular,107,7.2,0,0,8.5,26,1,2,40,,
Carne molida regular cocida,100,8.1,0,0,7.3,21,1,2,35,,
Carne obscura de pollo con piel,95,6.7,0,0,7.3,29.2,1,2,40,,
Cecina de res,98,7.3,0,0,7.4,602.4,1,2,50,,
Cerdo en canal,111,3.8,0,0,10.6,12.3,1,2,28,,
Cheez whiz,91,4,3,0,6.9,540.5,1,2,33,,
Chuleta de carnero,105,5.6,0,0,9,27,1,2,36,,
Chuleta de cordero entera,94,8.3,0,0,6.5,26.8,1,2,45,,
Cordero,104,6.1,0,0,8.6,21.7,1,2,37,,
Costilla de carnero,105,5.6,0,0,9,27,1,2,36,,
Costilla de res,112,4.5,0,0,10.3,15.2,1,2,29,,
Espaldilla,99,5.8,0,0,8.2,22.7,1,2,36,,
Espaldilla de cerdo,99,5.8,0,0,8.2,22.7,1,2,36,,
Espinazo,99,5.8,0,0,8.2,22.7,1,2,36,,
Espinazo de cerdo,99,5.8,0,0,8.2,22.7,1,2,36,,
Fondue de queso,104,6.5,1.7,0,6.1,60.2,1,2,46,,
Huevo congelado sin colesterol,96,6.8,1.9,0,6.7,120,1,2,60,,
Huevo de gansa,116,8.7,0.8,0,8.3,86.6,1,2,63,,
Huevo de pato,85,5.9,0.7,0,6.4,67.3,1,2,46,,
Huevo estrellado,90,6.3,0.4,0,7,93.8,1,2,46,,
Huevo frito,90,6.3,0.4,0,7,93.8,1,2,46,,
Huevo revuelto,100,6.7,1.3,0,7.3,168,1,2,60,,
Jamón del diablo,100,6.2,0,0,8.6,333.3,1,2,40,,
Jumiles,89,6.4,0,0,6.8,0,1,2,20,,
Lengua de cerdo cocida,81,7.2,0,0,5.6,32.7,1,2,30,,
Lengua de res cocida,100,6.8,0,0,7.8,22.8,1,2,5,,
Maciza de cerdo,92,5.9,0,0,7.4,19.6,1,2,35,,
Maciza de puerco,92,5.9,0,0,7.4,19.6,1,2,35,,
Molida de carnero,96,6.9,0,0,7.4,30.4,1,2,38,,
Molida popular de res,97,5.2,0,0,8.3,19.4,1,2,33,,
Morcilla de arroz,95,3.7,0.3,0,8.6,170,1,2,25,,
Morcilla de arroz,95,3.7,0.3,0,8.6,170,1,2,25,,
Moronga,95,3.7,0.3,0,8.6,170,1,2,25,,
Mortadela,99,5.3,1.1,0,8,392.7,1,2,32,,
Mozarella fresco,105,7.8,0.8,0,7.8,219.5,1,2,35,,
Nugget de pollo,101,5.2,4.8,0,6.7,189.4,1,2,34,,
Nugget de queso,123,5.3,11.7,0,6.4,619.8,1,2,50,,
Nuguet de soya,98,4.8,5.3,0,6.4,283.6,1,2,34,,
Ostión ahumado,109,4.9,6.4,0,6.9,229.7,1,2,55,,
Ostión empanizado,109,4.9,6.4,0,6.9,229.7,1,2,55,,
Palitos de pescado congelados,116,6.6,10.1,0,5.3,247.5,1,2,42,,
Paloma,102,6.4,0,0,8.2,18.7,1,2,35,,
Pastel de pavo,105,3.9,0.6,0,9.6,406.5,1,2,32,,
Pastel de pollo,106,4,2.9,0,8.7,511.4,1,2,40,,
Pastel de puerco,105,3.9,0.6,0,9.6,406.5,1,2,32,,
Pastel de ternera,106,4,2.9,0,8.7,511.4,1,2,40,,
Pata de carnero cocida,38,7.4,0,0,7.4,0,1,2,35,,
Peperami,103,4,1,0,9.3,277.5,1,2,19,,
Peperoni,99,4.5,0,0,8.8,330.6,1,2,20,,
Pescuezo de pollo con piel sin hueso,95,4.5,0,0,8.4,20.5,1,2,32,,
Pollo crispy,106,5.4,5.1,0,7.1,154.4,1,2,34,,
Pollo rostizado,80,6.7,0,0,6.3,0,1,2,28,,
Pulpa de res,87,6.8,0,0,6.5,16.3,1,2,25,,
Queso amarillo,100,7,4.9,0,5.9,564.9,1,2,42,,
Queso americano fundido,105,5.8,2.3,0,8.2,653.3,1,2,39,,
Queso añejo,95,5.4,1.2,0,7.6,0,1,2,25,,
Queso añejo rallado,109,6.3,1.3,0,8.7,329.7,1,2,29,,
Queso asadero,100,6.4,0.8,0,8,186,1,2,28,,
Queso blanco,88,6.9,2.1,0,5.9,0,1,2,40,,
Queso blue cheese,106,6.4,0.7,0,8.6,424.3,1,2,30,,
Queso brick,94,5.9,0.7,0,7.5,142,1,2,25,,
Queso brie,102,6.3,0.1,0,8.4,190.7,1,2,30,,
Queso camembert,106,7,0.1,0,8.6,298.8,1,2,35,,
Queso canasto,87,8.5,0.4,0,10,0,1,2,330,,
Queso checlclar,85,5.2,0.3,0,7,130.3,1,2,21,,
Queso cheddar rallado,114,7,0.4,0,9.4,175.3,1,2,28,,
Queso Cheezwiz,91,4,3,0,6.9,540.5,1,2,33,,
Queso chihuahua,94,5.4,1.4,0,7.5,156.3,1,2,25,,
Queso Chihuahua fresco,105,6,1.6,0,8.4,175,1,2,28,,
Queso chihuahua rallado,106,6.1,1.6,0,8.5,176.6,1,2,28,,
Queso cotija,87,8.5,0.4,0,10,0,1,2,30,,
Queso crema light,104,4.8,3.2,0,7.9,133.2,1,2,45,,
Queso de cabra con ceniza,94,6.6,0.3,0,7.4,130,1,2,35,,
Queso de cabra duro,91,6.2,0.4,0,7.2,70,1,2,20,,
Queso de cabra suave,94,6.6,0.3,0,7.4,130,1,2,35,,
Queso eclam,107,7.5,0.4,0,8.3,289.5,1,2,30,,
Queso feta,106,5.7,1.6,0,8.5,451.4,1,2,40,,
Queso fontina,97,6.4,0.4,0,7.8,200,1,2,25,,
Queso fundido,124,7.7,2.1,0,7.3,71.5,1,2,54,,
Queso gouda,107,7.5,0.7,0,8.2,245.7,1,2,30,,
Queso gruyere,103,7.5,0.1,0,8.1,84,1,2,25,,
Queso manchego,102,6.1,1.2,0,8.1,0,1,2,25,,
Queso manchego rallado,102,6.1,1.2,0,8.1,0,1,2,25,,
Queso manchego rebanado,102,6.1,1.2,0,8.1,0,1,2,25,,
Queso menonita,95,5.4,1.4,0,7.5,156.3,1,2,25,,
Queso Monterrey,93,6.1,0.2,0,7.6,134,1,2,25,,
Queso mozarella,105,7.8,0.8,0,7.8,219.5,1,2,35,,
Queso mozzarella rallado,105,7.8,0.8,0,7.8,219.5,1,2,35,,
Queso mozzarella suave,89,6,0.7,0,6.9,116.2,1,2,28,,
Queso neufchatel,91,3.5,1,0,8.2,139.7,1,2,35,,
Queso Oaxaca,95,7.7,0.9,0,6.6,0,1,2,30,,
Queso pasteurizado americano,105,6.2,0.4,0,8.7,400.4,1,2,28,,
Queso pasteurizado suizo,105,7.8,0.7,0,7.9,431.6,1,2,32,,
Queso port salut,99,6.7,0.2,0,7.9,149.5,1,2,28,,
Queso provolone,98,7.2,0.6,0,7.5,245.3,1,2,28,,
Queso rallado,95,7.4,2.3,0,6.3,0,1,2,43,,
Queso ricotta,107,6.9,1.9,0,8,51.6,1,2,62,,
Queso romano,89,7.3,0.8,0,6.2,276,1,2,23,,
Queso roquefort,92,5.4,0.5,0,7.7,452.3,1,2,25,,
Queso suizo rallado,106,7.5,1.5,0,7.8,53.8,1,2,28,,
Queso tipo roquefort,92,5.4,0.5,0,7.7,452.3,1,2,25,,
Queso velveta,100,6.3,3.8,0,7.5,525,1,2,35,,
Retazo,104,5.6,0,0,8.9,20.7,1,2,35,,
Retazo con hueso,104,5.6,0,0,8.9,20.7,1,2,35,,
Retazo de pollo,104,5.6,0,0,8.9,20.7,1,2,35,,
Retazo de res,104,5.6,0,0,8.9,20.7,1,2,35,,
Retazo de ternera,104,5.6,0,0,8.9,20.7,1,2,35,,
Rib eye,82,5.3,0,0,6.6,16.8,1,2,30,,
Salami,104,6.3,1,0,8.1,542.7,1,2,27,,
Salámi de ternera,110,6.4,1.1,0,8.8,493,1,2,42,,
Salchicha,114,6.6,0,0,9.6,252.8,1,2,34,,
Salchicha ahumada,109,4.1,0.8,0,9.8,309.7,1,2,34,,
Salchicha de pollo,100,6.2,0,0,8.1,344.3,1,2,34,,
Salchicha de puerco,114,6.6,0,0,9.6,252.8,1,2,34,,
Salchicha de ternera,90,3.4,0.5,0,8.1,292.5,1,2,29,,
Salchicha vienna,110,5,1.2,0,9.3,465.1,1,2,48,,
Salchicha vienna ahumada,93,4.3,1.1,0,7.9,392.4,1,2,41,,
Sesos de res cocidos,91,7,0.9,0,6.3,64.8,1,2,60,,
Sesos de res crudos,105,8,0.8,0,7.6,92.6,1,2,74,,
Sesos de res fritos,108,6.9,0,0,8.7,86.9,1,2,55,,
T-bone con grasa cocido,96,7.4,0,0,7.2,21.1,1,2,32,,
Tripas de res,109,5.6,0,0,9.5,22.8,1,2,50,,
Ubre,105,6.9,0,0,8.4,0,1,2,45,,
Velveta,100,6.3,3.8,0,7.5,525,1,2,35,,
Yema,108,5.4,1.2,0,9,16.3,1,2,34,,
Yema de huevo,108,5.4,1.2,0,9,16.3,1,2,34,,
Yema de huevo en polvo,103,5.3,0.6,0,8.6,20.9,1,2,15,,
Leche Alpura Light Extra,103,8,14,0,2.4,134.4,1,2,240,,
Leche de soya,79,6.6,4.3,0,4.6,29,1,2,240,,
Leche descremada,86,8.4,11.9,0,0.4,126,1,2,245,,
Leche descremada con chocolate,77,5.8,12.5,0,1,115.2,1,2,240,,
Leche descremada en polvo,109,10.8,15.6,0,0.2,161,1,2,30,,
Leche descremada en polvo reducida en Ca,107,10.8,15.8,0,0.1,692.1,1,2,30,,
Leche en polvo descremada,109,10.8,15.6,0,0.2,161,1,2,30,,
Leche evaporada descremada,94,9,13.5,0,0.4,138.8,1,2,120,,
Leche evaporada semidescremada,94,7.5,11.3,0,1.9,131.3,1,2,120,,
Leche Light Extra,103,8,14,0,2.4,134.4,1,2,240,,
Vitalinea natural bebible,90,7.8,14.8,0,0,0,1,2,250,,
Vitalinea natural sólido,77,7.4,11.4,0,0,0,1,2,150,,
Yoghurt bajo en grasa,83,2.7,16,0,0.8,36.6,1,2,75,,
Yoghurt light,95,6.4,15.9,0,0,100.6,1,2,180,,
Yoghurt light de fruta,95,5.3,16.9,0,0,79.4,1,2,180,,
Yoghurt para beber con fruta bajo en calorías,80,5.5,14,0,0,82.5,1,2,250,,
Leche evaporada semidescremada,101,8.1,12.2,0,2,141.8,1,2,130,,
Leche semidescremada 1 porciento,102,8,11.7,0,2.6,123,1,2,130,,
Jocoque,113,9.4,12.6,0,2.9,126,1,2,130,,
Jocoque ligero,113,9.4,12.6,0,2.9,126,1,2,130,,
Jocoque seco,113,9.4,12.6,0,2.9,126,1,2,130,,
Leche fácil digestión,109,7.5,11.2,0,3.9,120,1,2,130,,
Leche Lactium MX,109,7.2,11,0,4,100,1,2,130,,
Leche semidescremada,116,7.7,11.2,0,4.4,116.4,1,2,130,,
Leche semidescremada 2 porciento,116,7.8,11.2,0,4.5,117.1,1,2,130,,
Leche,148,7.9,11.2,0,8,118,1,2,240,,
Leche caliente,148,7.9,11.2,0,8,118,1,2,240,,
Leche clavel,150,7.9,11.3,0,7.5,112.5,1,2,120,,
Leche cruda,146,7.9,11.3,0,7.9,117.6,1,2,240,,
Leche de burra,126,7.9,14.5,0,5.7,0,1,2,237,,
Leche de cabra,165,7.9,10.7,0,9.9,120,1,2,240,,
Leche de vaca,148,7.9,11.2,0,8,118,1,2,240,,
Leche en polvo,159,7.9,12.3,0,8.5,119,1,2,32,,
Leche entera,148,7.9,11.2,0,8,118,1,2,240,,
Leche entera baja en sodio,147,7.9,10.7,0,8.3,5.9,1,2,240,,
Leche entera en polvo,159,7.9,12.3,0,8.5,119,1,2,32,,
Leche entera en polvo adicionada,159,7.9,12.3,0,8.5,119,1,2,32,,
Leche entera evaporada,150,7.9,11.3,0,7.5,112.5,1,2,120,,
Leche entera ultrapasteurizada,134,7.9,11.3,0,7,168,1,2,240,,
Leche evaporada,150,7.9,11.3,0,7.5,112.5,1,2,120,,
Leche fría,148,7.9,11.2,0,8,118,1,2,240,,
Leche hervida,163,7.9,12.5,0,9.1,117.6,1,2,240,,
Leche humana,170,7.9,16.3,0,10.8,38.7,1,2,240,,
Leche Liconsa Te Nutre,159,7.9,12.3,0,8.5,119,1,2,32,,
Leche materna,170,7.9,16.3,0,10.8,38.7,1,2,240,,
Leche maternizada en polvo,132,7.9,14.3,0,7,0,1,2,26,,
Leche omega verde,120,7.9,11.5,0,4.6,120,1,2,240,,
Leche pasteurizada,146,7.9,11.3,0,7.9,117.6,1,2,240,,
Leche preparada,141,7.9,8.5,0,5.9,118,1,2,240,,
Yoghurt,139,7.9,10.6,0,7.4,105,1,2,227,,
Yoghurt natural,139,7.9,10.6,0,7.4,105,1,2,227,,
Lacteo Fermentado sabor ciruela pasa (bebible),211,6,31.7,31.5,6.8,0,1,2,250,,
Lacteo Fermentado sabor fresa (bebible),211,6,32,31.8,6.8,0,1,2,250,,
Lacteo Fermentado sabor manzana (bebible),201,10,39,37.8,0.5,121.5,1,2,270,,
Lacteo fermentado sabor natural (bebible),202,11,38.8,35.1,0.5,129.6,1,2,270,,
Acti-Regularis sabor Fresa (sólido),206,6,30.9,30.7,6.4,94.7,1,2,200,,
Acti-Regularis sabor Ciruela Pasa (solido),206,6,30.9,30.5,6.4,94.7,1,2,200,,
Acti-Regularis sabor Fresa (sólido),188,7,25.5,25.3,6.4,94.7,1,2,200,,
Chongos zamoranos,194,6,34.6,30.2,3.2,54,1,2,108,,
Helado con leche,205,3,15.5,0,14.6,0,1,2,90,,
Helado de café,195,3,25.5,23,10,68.8,1,2,91,,
Helado de café bajo en calorías,183,5,27,21.9,7,68.3,1,2,91,,
Helado de choco chip,215,4,17.5,14.6,14,48,1,2,84,,
Helado de chocolate,214,4,27.9,25.1,11,75.2,1,2,99,,
Helado de chocolate bajo en calorias,199,5,28.7,24.5,7,70.3,1,2,99,,
Helado de fresa,190,3,27.3,22.9,8.3,59.4,1,2,99,,
Helado de fresa bajo en calorías,200,6,31.2,28.1,5.7,87.6,1,2,123,,
Helado de vainilla,199,3,23.4,21,10.9,79.2,1,2,99,,
Helado de vainilla bajo en calorías,218,6,34.1,29.2,6.4,97.7,1,2,132,,
Helado de yogur,201,5,34.2,33.9,5.7,99.8,1,2,158,,
Helado de yogur de fresa,201,5,34.2,33.9,5.7,99.8,1,2,158,,
Helado napolitano,205,4,24.1,21.5,11.2,81.6,1,2,102,,
Helado napolitano bajo en calorías,192,6,31.1,26.8,5.2,82.4,1,2,119,,
Leche con chocolate,200,8,24.9,22.9,8.2,143,1,2,240,,
Leche con chocolate semidescremada 1 porciento,182,7,29.1,22.9,4.6,158.4,1,2,240,,
Leche con vainilla,207,6,31,27.6,6.6,120.1,1,2,218,,
Leche descremada con chocolate,189,10,31.3,29.8,3,183,1,2,300,,
Leche en polvo sabor fresa,187,13,32,0,0,400,1,2,56,,
Leche fermentada con lactobacilo,180,8,35.8,35.8,4,100,1,2,250,,
Leche fermentada con lactobacilo sabor naranja,185,7,40,40,3.8,100,1,2,250,,
Leche fermentada con lactobacilo sabor natural,208,7,35.8,35.8,4,100,1,2,250,,
Leche fermentada con lactobacilo sabor vainilla,205,6,37.3,37.3,3.5,93.2,1,2,233,,
Leche malteada de chocolate,202,8,26.2,25.2,7.8,208.8,1,2,240,,
Leche malteada sabor chocolate,214,5,38.1,37.5,4.9,199.8,1,2,180,,
Leche malteada sabor fresa,204,7,32.4,32.4,5.5,173.3,1,2,182,,
Leche malteada sabor vainilla,202,7,32,32,5.5,171,1,2,180,,
