Nombre,Energia,Proteina,Carbohidratos,Azucares,Lipidos,Sodio,Unidad,Grupo,Peso Neto,,
Camote en dulce,71,0.4,14.5,0,1.7,36.6,1,3,52,,
Camote largo,73,0.8,16.6,0,0.5,5.9,1,3,59,,
Camote poblano (dulce),62,0.4,12.6,0,1.5,31.7,1,3,45,,
Canelones,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Cáscara de papa cruda,73,3.2,15.6,0,0.1,12.5,1,3,125,,
Cebada,69,2.2,15.3,0.1,0.5,1.3,1,3,20,,
Cebada perla cocida,64,1.2,14.8,0,0.2,1.7,1,3,52,,
Centeno,72,2.6,15.9,0,0.4,0,1,3,22,,
Cereal con almendras y pasas,70,1.5,16.5,4,0.7,100,1,3,19,,
Cereal de arroz,67,1.4,14.1,0.2,0.5,2,1,3,17,,
Cereal de arroz inflado con chocolate,62,1.1,13.8,1.5,0.6,1.9,1,3,16,,
Cereal de avena con maple,65,4.6,17.6,0,1.9,0.9,1,3,27,,
Cereal de avena integral seco,71,2.9,13.8,3.1,1,68.3,1,3,19,,
Cereal de salvado de trigo,54,2.6,15.3,4,0.7,189.3,1,3,21,,
Cereal de trigo con canela,58,0.4,10.7,4.4,1.6,93.3,1,3,13,,
Cereal de trigo sabor frutas,60,0.5,13,6.5,0.8,100,1,3,15,,
Cereal integral con pasitas,66,2,15.7,6,0.5,130,1,3,20,,
Cereal multigrano,67,2.3,14.7,0.1,0.5,0.5,1,3,20,,
Cereal sin azúcar,51,1.2,12,1,0.1,152,1,3,14,,
Codito crudo,74,2.5,15,0,0.2,0.4,1,3,20,,
Coditos con crema deshidratados,61,1.9,9.6,0,1.5,122.9,1,3,15,,
Crepas,69,1.6,13.1,0,1,147.5,1,3,30,,
Crepas para rellenar,69,2.3,11.6,0,1.4,116.4,1,3,30,,
Crepas saladas,69,1.6,13.1,0,1,147.5,1,3,30,,
Croutones,61,1.8,11.1,0,1,104.5,1,3,15,,
Cuadritos de avena,71,2.9,13.8,3.1,1,68.3,1,3,19,,
Cuadritos de avena con salvado,71,2.9,13.8,3.1,1,68.3,1,3,19,,
Cubierta de chocolate,72,0,13.7,0,2,0,1,3,18,,
Cubierta de fresa,68,0.1,17.7,0,0,5.7,1,3,27,,
Cubierta de pifia,67,0,17.7,0,0,16.5,1,3,27,,
Cúrcuma,73,5.6,13.2,0,0,0,1,3,138,,
Elote amarillo cocido,71,2.2,16.6,2.7,0.8,0,1,3,66,,
Elote amarillo congelado,70,2.3,16.7,0,0.6,2.3,1,3,71,,
Elote amarillo crudo,61,2.3,17.7,0,0.9,12.1,1,3,71,,
Elote amarillo desgranado cocido,66,2.3,16.2,2.6,0.4,4.2,1,3,83,,
Elote amarillo desgranado crudo,66,2.3,16.2,2.6,0.4,4.2,1,3,83,,
Elote amarillo enlatado,66,2.1,15.2,2.3,0.8,175,1,3,82,,
Elote blanco cocido,70,2.6,15.5,2.6,1,12.2,1,3,82,,
Elote blanco desgranado,66,2.3,16.2,2.6,0.4,4.2,1,3,83,,
Elote crudo,70,2.6,15.5,2.6,1,12.2,1,3,82,,
Elote desgranado,66,2.3,16.2,2.6,0.4,4.2,1,3,83,,
Elote enlatado,66,2.1,15.2,2.3,0.8,175,1,3,82,,
English muffin,67,2.2,13.1,0,0.5,132,1,3,29,,
Espagueti cocido,57,2.5,12.3,0.4,0.2,1.4,1,3,46,,
Espagueti cocido,58,2.5,12.4,0.4,0.3,1.4,1,3,47,,
Espagueti con espinaca cocido,61,2.1,12.2,0,0.3,6.7,1,3,47,,
Espagueti con espinaca cocido,61,2.1,12.2,0,0.3,6.7,1,3,47,,
Espagueti crudo,70,2.9,15,0,0.3,1.6,1,3,20,,
Espagueti crudo,70,2.9,15,0,0.3,1.6,1,3,20,,
Espagueti integral cocido,57,2.5,12.3,0,0.3,1.3,1,3,46,,
Espagueti integral cocido,58,2.5,12.4,0.4,0.3,1.4,1,3,47,,
Espagueti integral crudo,70,2.9,15,0,0.3,1.6,1,3,20,,
Fécula de maíz,60,0,14.4,0,0,0,1,3,16,,
Fécula de maíz de sabor,60,0,14.4,0,0,0,1,3,16,,
Fetuccini crudo,70,2.7,14.1,0.6,0.5,3.2,1,3,20,,
Fideo cocido,74,2.5,15,0,0.2,0.4,1,3,20,,
Fideo con tomate deshidratado,72,2.6,13.3,0,1,399.4,1,3,20,,
Fideo crudo,72,2.7,14.5,0.7,0.5,1.1,1,3,20,,
Fideo seco deshidratado,72,2.6,13.3,0,1,399.4,1,3,20,,
Fruitcake,65,0.6,12.3,8.6,1.8,54,1,3,20,,
Fusili cocido,57,2.5,12.3,0.4,0.2,1.4,1,3,46,,
Fusili crudo,70,2.9,15,0,0.3,1.6,1,3,20,,
Galleta barras de higo,56,0.6,11.3,0,1.2,56,1,3,16,,
Galleta de animalitos,68,1.1,11.3,3.4,2.1,59.5,1,3,15,,
Galleta de manzana,65,0.7,15.6,9.1,0,39,1,3,19,,
Galleta dulce,64,1.5,10.7,0,1.7,48.5,1,3,16,,
Galleta dulce sin relleno,64,1.5,10.7,0,1.7,48.5,1,3,16,,
Galleta maría,69,1.3,13.8,11.3,1.3,110.6,1,3,19,,
Galleta para sopa ,75,1.3,13.8,0,1.9,287.5,1,3,19,,
Galleta salada,69,1.4,11.2,0,2.1,176,1,3,16,,
Galleta salada integral,70,1.6,11.2,0.6,1.9,108.8,1,3,16,,
Galleta salada molida,52,1.1,8.4,0,1.6,132,1,3,12,,
Galletas de Animalitos Adicionadas,72,1.3,15.6,0,0.6,99.9,1,3,19,,
Galletas Marías,69,1.3,13.8,11.3,1.3,110.6,1,3,19,,
Galletas Marías Adicionadas,76,1.3,15,0,1.3,125,1,3,19,,
Galletas Marías azucaradas,63,1,11.5,3.5,1.5,98,1,3,16,,
Gluten de trigo,68,7.5,8.5,0,0.3,0.4,1,3,18,,
Granóla baja en grasa,70,1.5,14.4,4.4,1.1,44.1,1,3,18,,
Granóla con fruta seca baja en grasas,69,1.3,14.4,6.2,0.8,68.7,1,3,18,,
Harina,73,2.1,15.3,0.3,0.2,0.5,1,3,20,,
Harina adicionada,73,2.1,15.3,0.3,0.2,0.5,1,3,20,,
Harina blanca,73,2.1,15.3,0.3,0.2,0.5,1,3,20,,
Harina blanca adicionada,73,2.1,15.3,0.3,0.2,0.5,1,3,20,,
Harina blanca refinada,73,2.1,15.3,0.3,0.2,0.5,1,3,20,,
Harina de amaranto,68,2.7,11.9,0,1,0.2,1,3,19,,
Harina de arroz,72,1.4,15.1,0.2,0.6,1.6,1,3,20,,
Harina de arroz refinada,75,1.2,16.3,0,0.3,0,1,3,20,,
Harina de cebada,62,2.2,10.9,0,0.3,0.4,1,3,18,,
Harina de centeno,63,2.1,13.6,0,0.3,0.2,1,3,18,,
Harina de centeno integral,65,2.8,13.8,0,0.5,0.2,1,3,20,,
Harina de maíz,65,1.7,13.6,0,0.7,0.9,1,3,18,,
Harina de maíz adicionada,72,2,14.7,0,0.8,0,1,3,20,,
Harina de maíz nixtamalizada,65,1.7,13.6,0,0.7,0.9,1,3,18,,
Harina de maíz para atole,75,1.5,14.8,0,1,0,1,3,19,,
Harina de maíz para tamales,77,1.7,15.9,0,0.8,0.2,1,3,18,,
Harina de maíz vitaminada,72,2,14.7,0,0.8,0,1,3,20,,
Harina de papa,66,1.5,15,0,0.1,6.5,1,3,19,,
Harina de trigo,71,2,14.9,0.3,0.2,0.5,1,3,20,,
Harina de trigo adicionada,71,2,14.9,0.3,0.2,0.5,1,3,20,,
Harina de trigo integral,64,2.6,13.6,0.4,0.3,0.9,1,3,19,,
Harina de trigo para panificación,62,2.1,12.4,0,0.3,0.4,1,3,17,,
Harina de trigo para pastelería,62,1.4,13.3,0,0.1,0.3,1,3,17,,
Harina integral,64,2.6,13.6,0.4,0.3,0.9,1,3,19,,
Harina integral de trigo,64,2.6,13.6,0.4,0.3,0.9,1,3,19,,
Harina integral ele centeno,65,2.8,13.8,0,0.5,0.2,1,3,20,,
Harina nixtamalizada,67,1.3,13.8,0,0.8,0.2,1,3,18,,
Harina para brownies,60,0.7,9,6.3,2.3,36.6,1,3,13,,
Harina para brownies baja en grasas,61,0.9,12.6,8.4,1.2,56.1,1,3,18,,
Harina para hot calces,61,1.7,13.3,1.9,0.2,243.6,1,3,18,,
Harina para repostería,60,1.7,12.6,0,0.2,0.3,1,3,16,,
Harina para tamales,62,1.4,12.7,0,0.7,0.1,1,3,14,,
Hojuelas de arroz,55,3.2,11.2,1.5,0.2,125,1,3,16,,
Hojuelas de avena,65,4.6,17.5,0,1.9,0.9,1,3,26,,
Hojuelas de avena con maple,65,4.6,17.5,0,1.9,0.9,1,3,26,,
Hojuelas de cereales con fruta seca,70,1.3,14,0,1,110,1,3,18,,
Hojuelas de papa para puré,71,1.7,16.2,0.7,0.1,20.8,1,3,20,,
Hojuelas de trigo,59,1.8,14.1,0,0.3,180.6,1,3,18,,
Hojuelas de trigo con miel,62,1.6,14.3,0,0.4,101.3,1,3,18,,
Hojuelas ele cereales con frutas secas,70,1.3,14,0,1,110,1,3,18,,
Hojuelas ele maíz,51,1.1,11.4,0,0,163.4,1,3,13,,
Hojuelas ele maíz azucaradas,52,0.7,11.9,0,0.2,85.7,1,3,13,,
Hojuelas ele maíz y trigo con fruta y nueces,70,1.3,14,0,1,110,1,3,18,,
Hojuelas fortificadas ele trigo entero almendras nueces y miel,58,1.5,11.4,3.3,1.3,75.5,1,3,15,,
Hot cake,69,2.5,9.7,0,2.3,164.8,1,3,38,,
Hot cake congelado,65,1.5,12.4,0,1,144.9,1,3,29,,
Lasagna cruda,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Lasagna integral cruda,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Lasaña cruda,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Macarrón cocido,66,2.2,13.2,0,0.3,0.3,1,3,47,,
Macarrón crudo,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Macarrón integral cocido,58,2.5,12.4,0,0.3,1.3,1,3,47,,
Maicena,60,0,14.4,0,0,0,1,3,16,,
Maicena de sabor,60,0,14.4,0,0,0,1,3,16,,
Maíz,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz amarillo,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz amarillo cocido,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz azul,67,1.5,13.7,0,0.8,0.2,1,3,18,,
Maíz blanco,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz blanco cocido,68,2.2,13.3,0,0.9,0.2,1,3,19,,
Maíz cacahuazintle,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz cacahuiacintle,67,2.2,13,0,0.9,0.2,1,3,18,,
Maíz palomero,73,2.4,14.2,0,0.9,0.2,1,3,20,,
Maíz pozolera,58,1.8,13.6,0,0.7,9.2,1,3,54,,
Maizena,60,0,14.4,0,0,0,1,3,16,,
Maizena,60,0,14.4,0,0,0,1,3,16,,
Malanga,68,2.2,15,0,0.1,0,1,3,56,,
Masa de maíz,69,1.6,14.3,0,0.9,0,1,3,45,,
Masa de maíz amarillo,74,1.7,15,0,0.9,0,1,3,39,,
Masa de maíz blanco,69,1.6,14.3,0,0.9,0,1,3,45,,
Masa para tortillas,69,1.6,14.3,0,0.9,0,1,3,45,,
Masa Yucatán,69,1.8,14.6,0,0.5,0,1,3,40,,
Media noche,55,2,10.5,1.5,1,105,1,3,22,,
Media noche con ajonjolí,55,2,10.5,1.5,1,105,1,3,22,,
Mueslix con manzana y almendra,68,1.7,13.2,3,1.6,87.1,1,3,18,,
Nixtamal,69,1.6,14.3,0,0.9,0,1,3,45,,
Ñame,66,1.9,15.1,0,0.1,7.7,1,3,86,,
Palitos de pan,74,2.2,12.3,0,1.7,117.9,1,3,18,,
Palitos de pan con ajo,55,1.8,10.4,0,0.5,118,1,3,14,,
Palomitas,70,3.5,14,0,0,140,1,3,18,,
Palomitas acarameladas,50,0.4,9.1,4.6,1.5,23.8,1,3,12,,
Palomitas acarameladas sin grasa,46,1.2,6.7,0.4,0,87.5,1,3,13,,
Palomitas fat free,70,3.5,14,0,0,140,1,3,18,,
Palomitas naturales,70,3.5,14,0,0,140,1,3,18,,
Palomitas sin grasa,70,3.5,14,0,0,140,1,3,18,,
Pambazo,77,2.4,16.2,0,0.1,142.3,1,3,25,,
Pan 5 granos,65,2.6,12.1,0,1,86.3,1,3,26,,
Pan 7 granos,65,2.6,12.1,0,1,127,1,3,26,,
Pan ácimo,57,1.3,11.1,0,1,78.9,1,3,20,,
Pan árabe,65,3,15,1.5,0.5,150,1,3,29,,
Pan árabe integral,56,2.1,11.6,0,0.6,112.2,1,3,21,,
Pan bagel dulce,64,2.3,12.9,0,0.4,75.6,1,3,23,,
Pan bagel integral,60,2.5,12.5,0,0.3,118.8,1,3,23,,
Pan bagel salado,64,2.5,12.5,0,0.4,125.1,1,3,23,,
Pan baguette,72,2.2,13.4,1,1,145.8,1,3,27,,
Pan birote,67,2.1,14.1,0,0,123.3,1,3,22,,
Pan blanco,71,2.2,13.6,0,0.8,149.9,1,3,27,,
Pan blanco enriquecido,71,2.2,13.6,0,0.8,149.9,1,3,27,,
Pan centeno,55,1.8,10.2,0,0.7,139.3,1,3,21,,
Pan con salvado,67,2.4,12.9,0,0.9,131.3,1,3,27,,
Pan de 5 granos,62,2.4,9.6,0,2.1,83,1,3,25,,
Pan de 7 granos,65,2.6,12.1,0,1,127,1,3,26,,
Pan de avena,71,3.1,11.9,0,1.3,122,1,3,30,,
Pan de caja,71,2.2,13.6,0,0.8,149.9,1,3,27,,
Pan de caja integral,67,2.4,12.6,0,1,145.8,1,3,25,,
Pan de centeno y comino,55,1.7,11,0,0.5,140,1,3,20,,
Pan de centeno y trigo,73,2.6,15,0,0.2,156,1,3,28,,
Pan de dulce,62,1.5,9.9,0,1.9,0,1,3,16,,
Pan de dulce miniatura,52,1.2,8.2,0,1.6,0,1,3,14,,
Pan de girasol integral,57,2.1,9.7,0,1.4,90.5,1,3,25,,
Pan de hamburguesa chico,67,2.5,12.9,1.9,1.1,111.5,1,3,26,,
Pan de hot dog,55,2,10.5,1.5,1,105,1,3,22,,
Pan de hot dog con ajonjolí,55,2,10.5,1.5,1,105,1,3,22,,
Pan de jengibre,72,0.9,11.9,6.3,2.2,115.6,1,3,25,,
Pan de miel y avena,71,3,12.7,0,1.1,140,1,3,28,,
Pan de plátano,68,0.9,11.5,0,2.2,63.4,1,3,21,,
Pan de trigo con arroz,59,1.4,10.2,0,1.5,85.5,1,3,21,,
Pan dulce,62,1.5,9.9,0,1.9,0,1,3,16,,
Pan francés,65,2.2,11.9,0,0.9,131,1,3,23,,
Pan francés congelado,63,2.2,9.5,0,1.8,146,1,3,30,,
Pan integral,67,2.4,12.6,0,1,145.8,1,3,25,,
Pan integral enriquecido,67,2.4,12.6,0,1,145.8,1,3,25,,
Pan matza,56,1.4,11.9,0,0.2,0.5,1,3,14,,
Pan melba,60,1.8,11.4,0,0.6,123,1,3,15,,
Pan molido,66,2.1,11.8,0,1,95.8,1,3,16,,
Pan negro,69,2.1,15.2,0,0.5,144.8,1,3,26,,
Pan negro con trigo,65,2,14.6,0,0.5,0,1,3,25,,
Pan para hamburguesa chico,67,2.5,12.9,1.9,1.1,111.5,1,3,26,,
Pan para hamburguesa grande,65,2.4,12.5,1.8,1.1,108.2,1,3,25,,
Pan para pambazo,58,1.8,12.2,0,0,106.7,1,3,19,,
Pan tipo «english muffin»,67,2.2,13.1,0,0.5,132,1,3,29,,
Pan tipo media noche,55,2,10.5,1.5,1,105,1,3,22,,
Pan tostado,82,2.6,14.8,0,1.3,0,1,3,20,,
Panqué de limón,55,1.2,12.9,8.6,0,113.3,1,3,15,,
Panqué enriquecido,65,2,12,0,0.9,0,1,3,23,,
Panquecito de chocolate,60,0.8,13.3,0,0.7,81.9,1,3,20,,
Papa,72,1.8,16.4,1.2,0.1,6.3,1,3,105,,
Papa al horno con cáscara,73,1.5,16.8,1.3,0.1,3.9,1,3,78,,
Papa al horno sin cáscara,73,1.6,16.8,1.4,0.1,4,1,3,78,,
Papa alfa,72,1.8,16.4,1.2,0.1,6.3,1,3,105,,
Papa amarilla,72,1.8,16.4,1.2,0.1,6.3,1,3,105,,
Papa blanca,72,1.8,16.4,1.2,0.1,6.3,1,3,105,,
Papa cocida,73,1.5,17.1,0.7,0.1,4.3,1,3,85,,
Papa cocida sin cáscara,54,1.1,12.6,0.5,0.1,3.1,1,3,63,,
Papa de agua,71,2.6,15.5,0,0.2,0,1,3,78,,
Papa de cambray,72,1.5,16.5,0,0.1,5.7,1,3,94,,
Papa hervida con piel,59,1.3,13.7,0.6,0.1,2.5,1,3,68,,
Papa hervida pelada,54,1.1,12.6,0.5,0.1,3.1,1,3,63,,
Papa picada,72,1.8,16.4,1.2,0.1,6.3,1,3,105,,
Papa roja cruda,60,1.6,13.5,0.9,0.1,5.1,1,3,85,,
Papas hojuelas para puré,71,1.7,16.2,0.7,0.1,20.8,1,3,20,,
Papilla de arroz,67,1.4,14.1,0.2,0.5,2,1,3,17,,
Papilla de arroz deshidratada,78,1.4,15.5,0,1,6.4,1,3,20,,
Papilla de avena deshidratada,74,1.3,16,0,0.3,54.6,1,3,20,,
Papilla de maíz deshidratada,72,1.8,16.6,0.1,0.2,228.8,1,3,21,,
Pasta chica cruda,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Pasta cocida,78,3.2,14,0,1.1,49.5,1,3,60,,
Pasta con espinaca cruda,71,2.5,14.2,0,0.3,6.8,1,3,19,,
Pasta con espinacas,55,1.8,11.1,0,0.2,0,1,3,15,,
Pasta con huevo,57,1.9,11,0,0.6,0.7,1,3,15,,
Pasta cruda para sopa,68,1.9,14.6,0,0.1,0.4,1,3,20,,
Pasta de codito,74,2.5,15,0,0.2,0.4,1,3,20,,
Pasta de estrellitas,69,2.3,14.1,0,0.2,0.4,1,3,19,,
Pasta de lagrimitas,69,2.3,14.1,0,0.2,0.4,1,3,19,,
Pasta de letras,69,2.3,14.1,0,0.2,0.4,1,3,19,,
Pasta de moño,74,2.5,15,0,0.2,0.4,1,3,20,,
Pasta de municiones,69,2.3,14.1,0,0.2,0.4,1,3,19,,
Pasta de trigo cocida,78,3.2,14,0,1.1,49.5,1,3,60,,
Pasta de trigo fresca,72,2.8,13.7,0,0.6,6.5,1,3,25,,
Pasta fresca,72,2.8,13.7,0,0.6,6.5,1,3,25,,
Pasta integral cocida,57,2.5,12.3,0,0.3,1.3,1,3,46,,
Pasta mediana cruda,57,1.9,11,0,0.6,0.7,1,3,15,,
Pasta para sopa,65,2.7,14.5,0,0.1,1.6,1,3,20,,
Pasta para sopa adicionada DICONSA,78,2.5,16.2,0,0.3,0.7,1,3,20,,
Pasta tornillo cocida,57,1.9,11,0,0.6,0.7,1,3,15,,
Pastel ángel,52,1.2,11.7,0,0.1,151.4,1,3,20,,
Pay de crema de limón,66,1,12.5,9.2,1.3,99,1,3,26,,
Peneques,58,1.5,12.3,0,0.4,0,1,3,26,,
Pinole,62,1.7,12.1,0,1,0,1,3,16,,
Pretzels,72,1.7,15.1,0,0.7,325.4,1,3,19,,
Pudín de chocolate en polvo,59,0.4,14.5,0,0.3,235.8,1,3,17,,
Pudín de coco en polvo,65,0.2,14.9,0,0.7,201,1,3,17,,
Pudín de limón en polvo,63,0,15.9,0,0.1,222,1,3,17,,
Pudín de plátano en polvo,61,0,15.5,0,0.1,249.8,1,3,17,,
Pudín de vainilla en polvo,61,0,15.5,0,0.1,240.2,1,3,17,,
Puré de camote,60,1.2,13.8,0,0.1,44.6,1,3,60,,
Puré de camote con naranja,77,0.2,19,0,0,5.2,1,3,50,,
Puré de papa hojuelas,106,2.5,24.4,1,0.1,31.2,1,3,30,,
Raíz de Chayóte,70,1.8,15,0,0.2,0,1,3,88,,
Ravioles de espinaca crudos,66,2.9,12.1,0,0.6,6.5,1,3,25,,
Ravioles de huitlacoche crudos,74,2.9,14.2,0,0.6,7.8,1,3,30,,
Ravioles de requesón crudos,65,2.6,12.4,0,0.5,6.5,1,3,25,,
Ravioles de verdura crudos,66,2.9,12.1,0,0.6,6.5,1,3,25,,
Sagú,70,1.1,16.3,0,0,0,1,3,44,,
Salvado de maíz,64,2.4,24.4,0,0.2,2.3,1,3,29,,
Salvado de trigo,66,4.8,19.8,0.7,1.3,1,1,3,31,,
Semolina enriquecida,72,2.5,14.6,0,0.2,0.2,1,3,20,,
Sopa instantánea ramen sin preparar,68,2,11.6,1.4,1,503.4,1,3,51,,
Sorgo,61,2,13.4,0,0.6,1.1,1,3,18,,
Tallarín crudo,74,2.5,15,0,0.2,0.4,1,3,20,,
Tallarín rojo cocido,55,1.8,11.1,0,0.2,0,1,3,15,,
Tallarín verde cocido,55,1.8,11.1,0,0.2,0,1,3,15,,
Tapioca,65,0,16.2,0,0,0,1,3,19,,
Telera,62,1.8,11.5,0.8,0.8,124.7,1,3,23,,
Tortilla,64,1.4,13.6,0,0.5,0,1,3,30,,
Tortilla de harina,44,1,7.5,0.3,1.1,104.5,1,3,14,,
Tortilla de harina integral,76,2.1,11.7,0,2.5,167.4,1,3,25,,
Tortilla de maíz,64,1.4,13.6,0,0.5,0,1,3,30,,
Tortilla de maíz amarillo,68,1.5,14.5,0,0.6,0,1,3,32,,
Tortilla de maíz azul o negro,62,1.2,13,0,0.6,0,1,3,24,,
Tortilla de maíz blanco,67,1.8,14.2,0,0.5,0,1,3,30,,
Tortilla de maíz nixtamalizada,53,1.3,10.2,0,0.5,9.1,1,3,30,,
Tortilla de maíz y soya,75,2.2,13.8,0,1.4,0,1,3,33,,
Tortilla de maíz y trigo,73,3.2,14.9,0,0.5,0,1,3,32,,
Tortilla integral de harina,76,2.1,11.7,0,2.5,167.4,1,3,25,,
Trigo,71,2.2,15.4,0,0.5,0.6,1,3,21,,
Trigo cocido,70,2.2,15.1,0,0.5,0.6,1,3,21,,
Trigo entero,63,2,13.8,0,0.5,0.6,1,3,19,,
Trigo triturado,66,2.1,14.3,0,0.5,0.6,1,3,20,,
Yuca,72,0.6,16.8,0,0.4,4.8,1,3,60,,
Yuquilla,73,5.6,13.2,0,0,0,1,3,138,,
Barra de granóla,101,2.2,13.7,0,4.2,62.3,1,3,21,,
Barrita de granóla con cacahuate,87,1.4,11,5.9,5,31.7,1,3,19,,
Barrita de granóla con choco chlp,119,2.1,19.6,0,4.7,77,1,3,28,,
Barrita de granóla con pasitas y nuez,97,1.7,13.5,0,4.4,54,1,3,21,,
Barrita de granóla cubierta con chocolate,98,1.1,13.4,0,5.3,42,1,3,21,,
Barritas de fresa,97,1,14.4,0,3.9,36.6,1,3,21,,
Base para pay,110,2.4,9,0,8,150,1,3,20,,
Bigotes de cajeta,104,2.4,9.1,0,5.1,132.8,1,3,23,,
Bigotes de chocolate,103,2.8,9,0,5,131.5,1,3,22,,
Bigotes miniatura de cajeta,119,2,10.5,0,5.8,152.4,1,3,26,,
Bisquet,118,1.5,15.8,0,5.4,341.7,1,3,33,,
Botana con proteína de amaranto,101,1.5,10.1,0,5.8,100.4,1,3,20,,
Brownie casero,112,1.4,12,0,7,82,1,3,24,,
Brownie comercial,114,1.5,17.9,0,4.6,87.5,1,3,28,,
Charritos de amaranto,101,1.9,10.1,0,5.8,100.4,1,3,20,,
Chicharrón de harina enchilado,92,2.5,10.8,0,4.8,0,1,3,20,,
Concha pan dulce,92,2.4,11.8,0,3.9,87.4,1,3,23,,
Croutones sazonados,105,1.2,14.3,0,4.1,278.4,1,3,23,,
Cubierta de nuez,109,0,19.3,0,5.9,11.1,1,3,27,,
Cubierta de queso crema para pasteles,105,2.3,16.9,0,4.4,60,1,3,25,,
Cuernito,115,3.2,13,0,6,210.8,1,3,28,,
Cuernito de manzana,109,19.6,15.9,0,3.8,117.4,1,3,43,,
Cuernito de queso,89,2.2,10.1,0,4.5,118.9,1,3,21,,
Cuerno,98,1,11.6,0,4.8,84.1,1,3,21,,
Dona,90,1,10.7,3.6,4.9,117.3,1,3,21,,
Dona azucarada,90,1,10.7,3.6,4.9,117.3,1,3,21,,
Dona glaseada,90,1.1,12.4,0,4.3,73.8,1,3,22,,
Dona glaseada de chocolate,103,1.3,10.4,0,6.7,92.7,1,3,22,,
Eclair de chocolate,98,0.8,12.8,0,4.6,32.5,1,3,29,,
Frituras de maíz con chile y limón,84,0.8,8.3,0,5.3,218.2,1,3,19,,
Frituras de maíz con limón y sal,84,1.3,8.3,0,5.3,218.2,1,3,19,,
Galleta con chispas de chocolate,105,1.2,13.8,6.6,5.3,72.2,1,3,21,,
Galleta cubierta de chocolate,103,1.5,14.2,0,5,61.5,1,3,21,,
Galleta de avena,108,1,16.5,0,4.4,91.8,1,3,24,,
Galleta de avena con pasas,110,0.9,15,0,5,75,1,3,25,,
Galleta de avena y manzana,108,2.1,17.6,0,3.5,106.5,1,3,24,,
Galleta de crema de cacahuate,108,1,13.2,0,5.3,93,1,3,23,,
Galleta de malvavisco con chocolate,110,1.5,17.6,0,4.4,44,1,3,26,,
Galleta de nuez,110,1.5,15.8,5.2,4.5,131.2,1,3,23,,
Galleta de salvado,111,2.2,12.8,3,5.3,74.3,1,3,38,,
Galleta integral,119,1.9,17.3,0.7,4.5,225,1,3,25,,
Galleta integral con miel,110,1.9,18.2,5.2,3.2,90.8,1,3,24,,
Galleta integral de miel,110,2.4,18.2,5.2,3.2,90.8,1,3,24,,
Galleta Integral de trigo,113,2.1,19.1,0,3.9,153.2,1,3,28,,
Galleta integral molida,114,1.4,16.6,0.6,4.3,216,1,3,24,,
Galleta salada cremosa,112,0.8,14,1.4,5.6,189,1,3,22,,
Galleta sándwich,91,0.8,16.5,9.1,2.1,181.1,1,3,21,,
Galleta sándwich de chocolate,91,0.8,16.5,9.1,2.1,181.1,1,3,21,,
Galleta sándwich de vainilla,91,0.8,16.5,9.1,2.1,181.1,1,3,21,,
Galleta wafers,105,2.5,15.8,9.8,4.5,30,1,3,21,,
Granóla con almendras,98,2.3,14.1,4.3,3.5,7,1,3,21,,
Granóla con avena y miel,96,2.1,13.7,5.7,4,8.8,1,3,21,,
Granóla con pasltas y dátiles,92,2.3,15.2,6.1,2.9,5.3,1,3,21,,
Granóla estándar,97,2.3,14.1,0,4,8.2,1,3,21,,
Hojaldra,115,2,13,0,6,210.8,1,3,28,,
Hot cake con mantequilla congelado,91,4.2,18,0,1.3,208.3,1,3,38,,
Macarrón con queso,108,1.6,10.1,0,5.6,271.5,1,3,50,,
Madalena,92,1.5,8.9,0,4.2,85,1,3,20,,
Maíz palomero con ajo y hierbas homo de microondas,117,3.5,10.9,0,8.7,332.7,1,3,24,,
Maíz palomero con mantequilla horno de microondas,115,3.2,25.4,0,2.6,383.8,1,3,38,,
Muffin con mantequilla,125,2,20.1,0,3.8,254.8,1,3,42,,
Muffin de bluebeny,104,2.2,18.1,0,2.4,168.3,1,3,38,,
Muffin de maíz,115,2,19.1,0,3.2,196,1,3,38,,
Muffin de manzana,113,1.3,15.3,7.3,5.3,146.7,1,3,33,,
Muffin de plátano,109,2,15.5,9.6,4.9,112,1,3,28,,
Muffin integral,92,2,15.5,0,2.5,156,1,3,29,,
Muffin integral con pasas,92,1.7,15.5,0,2.5,156,1,3,29,,
Nachos,106,1,13.3,0,5.5,150.8,1,3,21,,
Oreja,81,1,9.6,0,4.4,50.8,1,3,17,,
Orejas ele pan de dulce,81,2,9.6,0,4.4,50.8,1,3,17,,
Palomitas con queso,110,2,10.8,0,7,186.8,1,3,21,,
Pan de ajo,93,2.5,12.3,2.5,3.9,142.5,1,3,28,,
Pan de ajo con queso,98,1,11.3,1,4.9,211.2,1,3,28,,
Pan de dulce orejas,81,2.3,9.6,0,4.4,50.8,1,3,17,,
